320,192,5539,1,0,0:0:0:0:
192,192,7080,1,0,0:0:0:0:
64,192,10471,1,0,0:0:0:0:
64,192,14683,1,0,0:0:0:0:
448,192,20745,1,0,0:0:0:0:
448,192,25779,1,0,0:0:0:0:
448,192,27423,1,0,0:0:0:0:
448,192,28245,1,0,0:0:0:0:
448,192,29067,1,0,0:0:0:0:
448,192,29478,1,0,0:0:0:0:
192,192,32354,1,0,0:0:0:0:
320,192,35847,1,0,0:0:0:0:
320,192,36669,1,0,0:0:0:0:
320,192,37080,1,0,0:0:0:0:
64,192,37491,1,0,0:0:0:0:
192,192,38416,1,0,0:0:0:0:
320,192,38827,1,0,0:0:0:0:
448,192,39238,1,0,0:0:0:0:
320,192,40060,1,0,0:0:0:0:
448,192,40882,1,0,0:0:0:0:
64,192,44375,1,0,0:0:0:0:
192,192,44683,1,0,0:0:0:0:
320,192,45094,128,0,45608:0:0:0:0:
448,192,45813,128,0,46532:0:0:0:0:
192,192,46738,1,0,0:0:0:0:
320,192,47046,1,0,0:0:0:0:
64,192,47560,1,0,0:0:0:0:
64,192,48073,1,0,0:0:0:0:
192,192,48484,1,0,0:0:0:0:
320,192,48895,1,0,0:0:0:0:
448,192,49204,1,0,0:0:0:0:
192,192,49615,1,0,0:0:0:0:
320,192,49923,1,0,0:0:0:0:
448,192,50539,1,0,0:0:0:0:
320,192,50847,1,0,0:0:0:0:
64,192,51772,128,0,52389:0:0:0:0:
320,192,52491,128,0,53313:0:0:0:0:
192,192,53519,1,0,0:0:0:0:
448,192,53827,1,0,0:0:0:0:
320,192,54238,1,0,0:0:0:0:
192,192,54752,1,0,0:0:0:0:
320,192,54957,1,0,0:0:0:0:
448,192,55265,1,0,0:0:0:0:
64,192,55573,1,0,0:0:0:0:
320,192,55779,1,0,0:0:0:0:
192,192,57834,1,0,0:0:0:0:
192,192,58656,1,0,0:0:0:0:
192,192,59478,1,0,0:0:0:0:
192,192,60402,1,0,0:0:0:0:
320,192,61121,1,0,0:0:0:0:
320,192,62046,1,0,0:0:0:0:
320,192,62765,1,0,0:0:0:0:
320,192,63176,1,0,0:0:0:0:
448,192,63793,1,0,0:0:0:0:
64,192,64615,1,0,0:0:0:0:
320,192,65026,1,0,0:0:0:0:
192,192,65539,1,0,0:0:0:0:
320,192,65950,1,0,0:0:0:0:
64,192,67080,1,0,0:0:0:0:
320,192,67491,1,0,0:0:0:0:
448,192,71293,1,0,0:0:0:0:
320,192,73039,1,0,0:0:0:0:
320,192,74683,1,0,0:0:0:0:
320,192,76430,1,0,0:0:0:0:
Title-Why,,,,,
Artist-Ayaka,,,,,
Level-Sweet,,,,,
